Number collaborations;artist_id;artist_name;feat_artist_id;feat_artist_name
10;mn0000482677;The Lemonheads;mn0000839593;Schoolhouse Rock
13;mn0000482677;The Lemonheads;mn0001575011;Kate Moss
9;mn0000487534;Molotov;mn0000263569;Darryl McDaniels
27;mn0000487534;Molotov;mn0000933682;Tom Nellen
9;mn0000487534;Molotov;mn0003171863;Paco X Molotov
14;mn0000487534;Molotov;mn0003174433;Tito X Molotov
24;mn0000487534;Molotov;mn0003547466;Miky H. X Molotov
10;mn0000487534;Molotov;mn0003547467;Randy X Molotov
60;mn0000489303;The Yardbirds;mn0000036031;Sonny Boy Williamson II
46;mn0000489303;The Yardbirds;mn0000089021;Jimmy Page
40;mn0000489303;The Yardbirds;mn0000218777;John Bonham
124;mn0000489303;The Yardbirds;mn0000240865;Jeff Beck
15;mn0000489303;The Yardbirds;mn0000592978;Youth Brigade
27;mn0000489303;The Yardbirds;mn0001006782;Sonny Boy Williamson I
80;mn0000489520;Mike Oldfield;mn0000080118;Kevin Ayers
77;mn0000489520;Mike Oldfield;mn0000188398;Maggie Reilly
25;mn0000489520;Mike Oldfield;mn0000293715;Sally Oldfield
37;mn0000489520;Mike Oldfield;mn0000498577;Adrian Belew
28;mn0000489520;Mike Oldfield;mn0000617196;Brian Eno
108;mn0000489520;Mike Oldfield;mn0000833536;The Sallyangie
41;mn0000489520;Mike Oldfield;mn0000933745;Tom Newman
117;mn0000489520;Mike Oldfield;mn0000940321;David Bedford
40;mn0000489520;Mike Oldfield;mn0001187055;William Murray
31;mn0000490004;Ramones;mn0000137173;Joan Jett
31;mn0000490004;Ramones;mn0000275991;Robby Krieger
38;mn0000490004;Ramones;mn0000408612;Paley Brothers
28;mn0000490004;Ramones;mn0000498264;The Reventlos
19;mn0000490004;Ramones;mn0000578028;Mojo Nixon
45;mn0000490004;Ramones;mn0000681154;Yeah Yeah Yeahs
23;mn0000490004;Ramones;mn0000930767;Mr. Burns
27;mn0000490004;Ramones;mn0001263892;Jim Rome
15;mn0000492846;Miguel Ríos;mn0000091700;Reyli
6;mn0000492846;Miguel Ríos;mn0000096142;Charly García
21;mn0000492846;Miguel Ríos;mn0000172360;Víctor Manuel
11;mn0000492846;Miguel Ríos;mn0000175874;Fito Páez
13;mn0000492846;Miguel Ríos;mn0000280606;Quique González
30;mn0000492846;Miguel Ríos;mn0000526832;Rey Lui
29;mn0000492846;Miguel Ríos;mn0000795054;El Tri
7;mn0000492846;Miguel Ríos;mn0000896309;Los Secretos
2;mn0000494368;Antonio Vega;mn0000334386;Elefantes
12;mn0000494368;Antonio Vega;mn0002071359;Conchita
64;mn0000494368;Antonio Vega;mn0002657132;Antonio Vega Tallés
10;mn0000494672;Antonio Flores;mn0000026061;Ana Belén
3;mn0000494672;Antonio Flores;mn0000138672;Joan Manuel Serrat
1;mn0000494672;Antonio Flores;mn0000491577;Antonio Y Rosario Flores
2;mn0000494672;Antonio Flores;mn0000492846;Miguel Ríos
8;mn0000494672;Antonio Flores;mn0000672809;Manuel Valdéz
8;mn0000495338;Ace of Base;mn0000757473;Sybersound
6;mn0000495338;Ace of Base;mn0000770896;Black Machine
10;mn0000495338;Ace of Base;mn0000900875;Rico Bass
1;mn0000502371;Missy Elliot;mn0000002750;Total
51;mn0000502371;Missy Elliot;mn0000017447;Sista
6;mn0000502371;Missy Elliot;mn0000069468;B.G.
23;mn0000502371;Missy Elliot;mn0000089042;Coko
3;mn0000502371;Missy Elliot;mn0000120675;Ja Rule
2;mn0000502371;Missy Elliot;mn0000231397;Lil' Mo
8;mn0000502371;Missy Elliot;mn0000420381;OutKast
38;mn0000502371;Missy Elliot;mn0000451483;Method Man
15;mn0000502371;Missy Elliot;mn0000463803;Ol' Dirty Bastard
29;mn0000502371;Missy Elliot;mn0000498987;SWV
46;mn0000502371;Missy Elliot;mn0000537548;Busta Rhymes
5;mn0000502371;Missy Elliot;mn0000546738;Jazmine Sullivan
6;mn0000502371;Missy Elliot;mn0000578999;Aaliyah
13;mn0000502371;Missy Elliot;mn0000583161;Wyclef Jean
18;mn0000502371;Missy Elliot;mn0000616296;Ashlee Simpson
39;mn0000502371;Missy Elliot;mn0000633358;Danity Kane
31;mn0000502371;Missy Elliot;mn0000662797;Ginuwine
3;mn0000502371;Missy Elliot;mn0000805274;Dr. Dre
19;mn0000502371;Missy Elliot;mn0000919231;Mocha
16;mn0000502371;Missy Elliot;mn0002393563;K. Michelle
9;mn0000503021;M-clan;mn0000096142;Charly García
53;mn0000503021;M-clan;mn0000330080;Peter McLan
13;mn0000503021;M-clan;mn0000525277;Ariel Rot
13;mn0000503021;M-clan;mn0001759183;McFly Clan
7;mn0000503460;Adele;mn0000155841;Francine
9;mn0000503460;Adele;mn0000531653;The Raconteurs
5;mn0000503460;Adele;mn0000792507;Frank Sinatra
19;mn0000504815;Art Garfunkel;mn0000024944;Amy Grant
8;mn0000504815;Art Garfunkel;mn0000067406;The Chieftains
14;mn0000504815;Art Garfunkel;mn0000204386;James Taylor
49;mn0000504815;Art Garfunkel;mn0000644104;Buddy Mondlock
18;mn0000504815;Art Garfunkel;mn0000767496;Kenny Rankin
8;mn0000504815;Art Garfunkel;mn0000961688;Wynton Marsalis
11;mn0000504815;Art Garfunkel;mn0001826877;Paul Zollo
20;mn0000514563;Muse;mn0000196621;Valery Gergiev
41;mn0000514563;Muse;mn0000398647;Matthew Bellamy
26;mn0000514563;Muse;mn0000592676;Dave Seaman
8;mn0000514563;Muse;mn0000732833;Quietdrive
14;mn0000514563;Muse;mn0001846293;2 Many DJ's
6;mn0000515395;Pastora Soler;mn0000026061;Ana Belén
16;mn0000515395;Pastora Soler;mn0000053116;David DeMaría
3;mn0000515395;Pastora Soler;mn0000635848;David Bisbal
7;mn0000515395;Pastora Soler;mn0000672123;Manuel Carrasco
7;mn0000515395;Pastora Soler;mn0002229042;Juan Manuel Cañizares
31;mn0000516929;*NSYNC;mn0000101895;Joe
5;mn0000516929;*NSYNC;mn0000337119;Phil Collins
7;mn0000516929;*NSYNC;mn0000664817;Gloria Estefan
4;mn0000516929;*NSYNC;mn0000759187;Blaque
1;mn0000516929;*NSYNC;mn0000799081;Full Force
5;mn0000516929;*NSYNC;mn0000850607;Rosie O'Donnell
15;mn0000516929;*NSYNC;mn0000861351;Nelly
48;mn0000522377;Sting;mn0000021741;Edin Karamazov
34;mn0000522377;Sting;mn0000139804;Joe Henderson
31;mn0000522377;Sting;mn0000153519;Earl Scruggs
118;mn0000522377;Sting;mn0000156938;Shaggy
51;mn0000522377;Sting;mn0000171228;Eberhard Schoener
27;mn0000522377;Sting;mn0000296024;Rubén Blades
46;mn0000522377;Sting;mn0000477377;The Memphis Horns
28;mn0000522377;Sting;mn0000522373;The Brodsky Quartet
8;mn0000522377;Sting;mn0000532227;Guy Barker
49;mn0000522377;Sting;mn0000551815;Gil Evans
20;mn0000522377;Sting;mn0000579458;Luciano Pavarotti
35;mn0000522377;Sting;mn0000602907;London Symphony Orchestra
48;mn0000522377;Sting;mn0000942634;George Dalaras
37;mn0000522377;Sting;mn0001743267;Dominic Muldowney
7;mn0000522430;Camila;mn0000052062;Chayanne
2;mn0000522430;Camila;mn0000086130;Reyli Barba
7;mn0000522430;Camila;mn0000091700;Reyli
2;mn0000522430;Camila;mn0000359026;Ricky Martin
3;mn0000522430;Camila;mn0000563390;Colbie Caillat
10;mn0000522430;Camila;mn0001580976;Wanessa
2;mn0000522430;Camila;mn0002553824;Nota
16;mn0000522430;Camila;mn0003414626;Evelyn
23;mn0000524050;Bryan Ferry;mn0000257274;Jools Holland
1;mn0000524050;Bryan Ferry;mn0000655306;DJ Hell
17;mn0000524050;Bryan Ferry;mn0003016265;The Bryan Ferry Orchestra
20;mn0000524071;Luar Na Lubre;mn0000280993;Lila Downs
29;mn0000524071;Luar Na Lubre;mn0000601120;Adriana Varela
9;mn0000524071;Luar Na Lubre;mn0002313234;Cida Airam
8;mn0000524071;Luar Na Lubre;mn0002324923;Farruco Sesto
9;mn0000524821;Marlango;mn0000175874;Fito Páez
3;mn0000524821;Marlango;mn0000793210;Ben Sidran
7;mn0000524821;Marlango;mn0000828556;Los Amaya
6;mn0000524821;Marlango;mn0000854854;Rufus Wainwright
12;mn0000525277;Ariel Rot;mn0001244768;Ariel Roth
3;mn0000525277;Ariel Rot;mn0001502664;Leiva
7;mn0000525277;Ariel Rot;mn0002002831;Fitipaldis
12;mn0000525277;Ariel Rot;mn0002031722;Lichis
13;mn0000530004;Melendi;mn0000721413;Mojinos Escozios
13;mn0000530004;Melendi;mn0002479177;Neus Ferri
20;mn0000530004;Melendi;mn0002952851;Pablo Motos
9;mn0000530004;Melendi;mn0003682539;Arkano
33;mn0000530745;Bruce Springsteen;mn0000016281;Tracy Chapman
14;mn0000530745;Bruce Springsteen;mn0000121097;The E Street Band
15;mn0000530745;Bruce Springsteen;mn0000156053;"Gary ""U.S."" Bonds"
65;mn0000530745;Bruce Springsteen;mn0000285272;Rosanne Cash
9;mn0000530745;Bruce Springsteen;mn0000414745;Nils Lofgren
43;mn0000530745;Bruce Springsteen;mn0000892823;Mick Jagger
351;mn0000530745;Bruce Springsteen;mn0000940507;Bruce Springsteen & the E Street Band
33;mn0000530745;Bruce Springsteen;mn0001739992;Atlanta Strings
31;mn0000530745;Bruce Springsteen;mn0001953744;The Sessions Band
27;mn0000530745;Bruce Springsteen;mn0003502385;Tommy Buck
55;mn0000530745;Bruce Springsteen;mn0003540880;The Castiles
32;mn0000531986;David Bowie;mn0000167287;Frank Black
45;mn0000531986;David Bowie;mn0000321321;Lulu
25;mn0000531986;David Bowie;mn0000351733;Nine Inch Nails
64;mn0000531986;David Bowie;mn0000485149;The Spiders from Mars
70;mn0000531986;David Bowie;mn0000573870;The Troggs
10;mn0000531986;David Bowie;mn0000580278;The Tony Visconti Orchestra
147;mn0000531986;David Bowie;mn0000599767;Tin Machine
54;mn0000531986;David Bowie;mn0000635802;Their Fine Group
39;mn0000531986;David Bowie;mn0000759031;Aztec Camera
58;mn0000531986;David Bowie;mn0000791609;Benny Benassi
31;mn0000531986;David Bowie;mn0000794248;Carlos Alomar
62;mn0000531986;David Bowie;mn0001430396;The Lower Third
54;mn0000531986;David Bowie;mn0001524889;Eno
60;mn0000531986;David Bowie;mn0003328054;Robert Smith
4;mn0000540883;Guns N Roses;mn0000005953;Alice Cooper
10;mn0000540883;Guns N Roses;mn0000530745;Bruce Springsteen
93;mn0000540883;Guns N Roses;mn0000631253;Sián Jones
5;mn0000540883;Guns N Roses;mn0000870646;Far East Movement
9;mn0000540883;Guns N Roses;mn0001263892;Jim Rome
11;mn0000545074;George Michael;mn0000034382;Paul Young
9;mn0000545074;George Michael;mn0000254964;Deon Estus
9;mn0000545074;George Michael;mn0000502371;Missy Elliott
25;mn0000545074;George Michael;mn0000784073;The Countdown Singers
12;mn0000545074;George Michael;mn0000931086;Astrud Gilberto
12;mn0000545074;George Michael;mn0001013127;Julia Holter
8;mn0000545097;Extremoduro;mn0000616463;Albert Plá
1;mn0000545097;Extremoduro;mn0001921381;Platero y Tú
3;mn0000546214;Gwen Stefani;mn0000157668;Gameface
7;mn0000546214;Gwen Stefani;mn0000179597;Elan
10;mn0000546214;Gwen Stefani;mn0000275757;Pharrell Williams
12;mn0000546214;Gwen Stefani;mn0000312890;Justin Timberlake
14;mn0000546214;Gwen Stefani;mn0000486047;Sublime
4;mn0000546214;Gwen Stefani;mn0000544185;Johnny Vulture
4;mn0000546214;Gwen Stefani;mn0000933458;Akon
7;mn0000546214;Gwen Stefani;mn0000951374;Damian Marley
9;mn0000546214;Gwen Stefani;mn0001548965;The Drill
1;mn0000546214;Gwen Stefani;mn0001759395;Russ Stefanovich
12;mn0000546214;Gwen Stefani;mn0002521669;James Corden
6;mn0000546214;Gwen Stefani;mn0003324309;Ron Funches
11;mn0000546214;Gwen Stefani;mn0003462403;Jeffery Austin
6;mn0000548397;Jonas Brothers;mn0000720741;Hannah Montana
5;mn0000548397;Jonas Brothers;mn0002509238;China McClain
12;mn0000551762;Miley Cyrus;mn0000065590;The Flaming Lips
15;mn0000551762;Miley Cyrus;mn0000076561;Billy Ray Cyrus
12;mn0000551762;Miley Cyrus;mn0000602378;Timbaland
13;mn0000551762;Miley Cyrus;mn0000691648;will.i.am
76;mn0000551762;Miley Cyrus;mn0000720741;Hannah Montana
6;mn0000551762;Miley Cyrus;mn0000740310;Cedric Gervais
10;mn0000555901;RBD;mn0000610166;Tiziano Ferro
5;mn0000555901;RBD;mn0000642088;Shaila Dúrcal
56;mn0000555901;RBD;mn0000645357;Empezar Desde
21;mn0000555901;RBD;mn0001915443;RDB
15;mn0000555901;RBD;mn0003576886;Visible Cloaks
23;mn0000559405;Daddy Yankee;mn0000029086;Snoop Dogg
48;mn0000559405;Daddy Yankee;mn0000036641;Paul Wall
23;mn0000559405;Daddy Yankee;mn0000167741;Eddie Dee
7;mn0000559405;Daddy Yankee;mn0000576704;Raymond Ayala
8;mn0000559405;Daddy Yankee;mn0000664618;DJ Nelson
19;mn0000559405;Daddy Yankee;mn0000670701;Hector & Tito
32;mn0000559405;Daddy Yankee;mn0000686922;Yandel
3;mn0000559405;Daddy Yankee;mn0000784478;D'Mingo
93;mn0000559405;Daddy Yankee;mn0000867980;Nicky Jam
5;mn0000559405;Daddy Yankee;mn0000912739;Niky Jam
21;mn0000559405;Daddy Yankee;mn0001485457;Da' Zoo
32;mn0000559405;Daddy Yankee;mn0001824831;Wisin & Yandel
22;mn0000559405;Daddy Yankee;mn0002064335;Divino
11;mn0000559405;Daddy Yankee;mn0002367865;Romeo Santos
9;mn0000559405;Daddy Yankee;mn0002658651;"Tito ""El Bambino"" El Patrón"
6;mn0000559405;Daddy Yankee;mn0002921210;Natti Natasha
9;mn0000559405;Daddy Yankee;mn0003343605;Reykon
11;mn0000559405;Daddy Yankee;mn0003367582;Paramba
2;mn0000560453;Amaia Montero;mn0000261461;José Luis Rodríguez
4;mn0000560453;Amaia Montero;mn0000610166;Tiziano Ferro
3;mn0000560453;Amaia Montero;mn0000728059;Fonseca
4;mn0000560453;Amaia Montero;mn0000892775;Miguel Bosé
9;mn0000562850;Lily Allen;mn0000257274;Jools Holland
3;mn0000562850;Lily Allen;mn0000537548;Busta Rhymes
1;mn0000562850;Lily Allen;mn0000556845;Jamie T.
7;mn0000562850;Lily Allen;mn0001053302;Lilly Allen
2;mn0000562850;Lily Allen;mn0001070653;Professor Green
7;mn0000562850;Lily Allen;mn0001431410;Console Takahashi
10;mn0000562850;Lily Allen;mn0001844799;Louis Eliot
4;mn0000564333;The Stone Roses;mn0000066915;Bob Dylan
20;mn0000564333;The Stone Roses;mn0000087557;Kelly Reverb
1;mn0000564333;The Stone Roses;mn0000240003;John Squire
8;mn0000564333;The Stone Roses;mn0000259502;Justin Robertson
13;mn0000564333;The Stone Roses;mn0000392410;Rabbit in the Moon
11;mn0000564333;The Stone Roses;mn0000643158;Grooverider
2;mn0000567809;Modern Talking;mn0000588467;Thomas Anders
26;mn0000567809;Modern Talking;mn0001345662;Ryan Simmons
122;mn0000567809;Modern Talking;mn0001812861;Eric Singleton
5;mn0000568137;The Strokes;mn0000780258;Christina Aguilera
10;mn0000569374;Mocedades;mn0000118056;James Galway
12;mn0000569374;Mocedades;mn0000264391;José María Napoleón
24;mn0000569374;Mocedades;mn0000448197;Patxi Andion
22;mn0000569374;Mocedades;mn0000607105;Aida Cuevas
14;mn0000569374;Mocedades;mn0000740186;Cecilia
18;mn0000569374;Mocedades;mn0000851639;Plácido Domingo
11;mn0000569374;Mocedades;mn0000928548;Armando Manzanero
20;mn0000569374;Mocedades;mn0001728260;Sergio Y Estibaliz
7;mn0000574119;Sugar Ray;mn0000039342;The Bluetones
7;mn0000574119;Sugar Ray;mn0000064817;Big Walter Horton
11;mn0000574119;Sugar Ray;mn0000190235;Mad Cobra
6;mn0000574119;Sugar Ray;mn0000476599;Collie Buddz
15;mn0000574119;Sugar Ray;mn0000630035;Nancy McClean
9;mn0000574119;Sugar Ray;mn0000752877;Tha Alkaholiks
34;mn0000574119;Sugar Ray;mn0000850607;Rosie O'Donnell
43;mn0000574119;Sugar Ray;mn0000921574;Sugar Ray & the Bluetones
4;mn0000574119;Sugar Ray;mn0001583683;Richard Bean
3;mn0000574119;Sugar Ray;mn0002579228;Bart & Baker
14;mn0000575522;The Verve;mn0000798992;Emerson, Lake & Palmer
5;mn0000576718;Seal;mn0000094752;LL Cool J
9;mn0000576718;Seal;mn0000197364;David Byrne
11;mn0000576718;Seal;mn0000256266;Adam Anders
20;mn0000576718;Seal;mn0000376204;Mary J. Blige
11;mn0000576718;Seal;mn0000601421;Adamski
17;mn0000576718;Seal;mn0000792507;Frank Sinatra
22;mn0000576718;Seal;mn0000861757;David Foster
33;mn0000576718;Seal;mn0000936800;Mylène Farmer
20;mn0000576718;Seal;mn0002182662;Jencarlos
30;mn0000576718;Seal;mn0002366484;Guru Singh
121;mn0000577627;The Who;mn0000070800;Billy Idol
4;mn0000577627;The Who;mn0000073081;The High Numbers
42;mn0000577627;The Who;mn0000175286;Dolly Parton
163;mn0000577627;The Who;mn0000337119;Phil Collins
139;mn0000577627;The Who;mn0000631253;Sián Jones
23;mn0000577627;The Who;mn0000731084;Ann-Margret
27;mn0000577627;The Who;mn0000801971;Bob Geldof
36;mn0000577627;The Who;mn0000842351;Pete Townshend
30;mn0000577627;The Who;mn0001849843;Abbie Hoffman
27;mn0000577627;The Who;mn0003057604;The Who Orchestra
9;mn0000578999;Aaliyah;mn0000090810;The League
2;mn0000578999;Aaliyah;mn0000373634;Nas
7;mn0000578999;Aaliyah;mn0000502371;Missy Elliott
5;mn0000578999;Aaliyah;mn0000537548;Busta Rhymes
23;mn0000578999;Aaliyah;mn0000631253;Sián Jones
19;mn0000578999;Aaliyah;mn0000661795;DMX
10;mn0000578999;Aaliyah;mn0000662797;Ginuwine
21;mn0000578999;Aaliyah;mn0000668393;DJ /rupture
17;mn0000578999;Aaliyah;mn0000745225;Static
5;mn0000578999;Aaliyah;mn0000748713;Slick Rick
7;mn0000582930;David Gilmour;mn0000031274;Alan Parsons
68;mn0000582930;David Gilmour;mn0000196969;John Martyn
9;mn0000582930;David Gilmour;mn0000292369;Richard Wright
11;mn0000582930;David Gilmour;mn0000292915;Robert Wyatt
11;mn0000582930;David Gilmour;mn0000821636;Jools Holland & His Rhythm & Blues Orchestra
5;mn0000582930;David Gilmour;mn0000846357;Crosby & Nash
5;mn0000582930;David Gilmour;mn0000854663;Rick Fenn
3;mn0000582930;David Gilmour;mn0000855423;Kate Bush
9;mn0000582930;David Gilmour;mn0002856592;Body Shots
7;mn0000585249;Annie Lennox;mn0000257274;Jools Holland
3;mn0000585249;Annie Lennox;mn0000531986;David Bowie
6;mn0000585249;Annie Lennox;mn0000575695;Dave Stewart
6;mn0000585249;Annie Lennox;mn0000607448;Al Green
14;mn0000585249;Annie Lennox;mn0000625179;London Oratory School Schola
4;mn0000585249;Annie Lennox;mn0000694102;Yungchen Lhamo
10;mn0000585249;Annie Lennox;mn0000808336;Ryan Adams
21;mn0000585249;Annie Lennox;mn0003450708;Matthew Atticus Berger
12;mn0000585896;The Wallflowers;mn0000385797;Matt Nathanson
27;mn0000586319;Mónica Naranjo;mn0000579458;Luciano Pavarotti
12;mn0000586694;Suede;mn0000096589;The London Suede
86;mn0000586694;Suede;mn0000621415;Brett Anderson
4;mn0000586694;Suede;mn0000840202;Justine Frischmann
16;mn0000586694;Suede;mn0002929314;Raïssa
7;mn0000588887;Thom Yorke;mn0000113081;Colin Greenwood
5;mn0000588887;Thom Yorke;mn0000221803;UNKLE
2;mn0000588887;Thom Yorke;mn0000326249;Radiohead
31;mn0000588887;Thom Yorke;mn0000332832;Modeselektor
4;mn0000588887;Thom Yorke;mn0000643682;Burial
2;mn0000588887;Thom Yorke;mn0000741236;Four Tet
9;mn0000588887;Thom Yorke;mn0000769444;Björk
2;mn0000588887;Thom Yorke;mn0000821826;Liars
29;mn0000594665;Diana Ross;mn0000051740;José Carreras
58;mn0000594665;Diana Ross;mn0000071812;The Four Tops
60;mn0000594665;Diana Ross;mn0000083013;The Jackson 5
20;mn0000594665;Diana Ross;mn0000295415;Richard Pryor
186;mn0000594665;Diana Ross;mn0000477875;The Supremes
17;mn0000594665;Diana Ross;mn0000569685;The Temptations
59;mn0000594665;Diana Ross;mn0000764178;Josephine Baker
160;mn0000594665;Diana Ross;mn0000821590;Diana Ross & the Supremes
42;mn0000594665;Diana Ross;mn0002151000;Billy Dee Williams
3;mn0000596216;Erreway;mn0001454191;Mario Barassi
9;mn0000597094;Morrissey;mn0000358820;Primal Scream
52;mn0000597094;Morrissey;mn0000723412;Siouxsie Sioux
20;mn0000597094;Morrissey;mn0001314271;"Graham ""Suggs"" McPherson"
55;mn0000597094;Morrissey;mn0001542198;Craig Gannon
266;mn0000597309;Tina Turner;mn0000080970;Ike Turner
164;mn0000597309;Tina Turner;mn0000094224;Ike & Tina Turner
10;mn0000597309;Tina Turner;mn0000741473;Gary Hughes
27;mn0000597309;Tina Turner;mn0001088828;Regula Curti
105;mn0000597309;Tina Turner;mn0002240050;Ani Choying
3;mn0000600435;Aqua;mn0000579458;Luciano Pavarotti
8;mn0000600435;Aqua;mn0002451378;Shawn Anthony Band
34;mn0000601079;Eros Ramazzotti;mn0000067406;The Chieftains
11;mn0000601079;Eros Ramazzotti;mn0000109940;Eros
25;mn0000601079;Eros Ramazzotti;mn0000217700;Jon Spencer
30;mn0000601079;Eros Ramazzotti;mn0000575051;Herman's Hermits
40;mn0000601079;Eros Ramazzotti;mn0000579458;Luciano Pavarotti
58;mn0000601079;Eros Ramazzotti;mn0000597309;Tina Turner
22;mn0000601079;Eros Ramazzotti;mn0000665243;Dado Moroni
35;mn0000601079;Eros Ramazzotti;mn0000751613;Andrea Bocelli
26;mn0000601079;Eros Ramazzotti;mn0000774227;Nicole Scherzinger
54;mn0000601079;Eros Ramazzotti;mn0000889126;Ricardo Arjona
29;mn0000601079;Eros Ramazzotti;mn0000930854;London Session Orchestra
18;mn0000601079;Eros Ramazzotti;mn0001563336;Rhythms del Mundo
6;mn0000601079;Eros Ramazzotti;mn0002653421;Andy Garcia
7;mn0000602378;Timbaland;mn0000157997;Shade Sheist
62;mn0000602378;Timbaland;mn0000233423;Magoo
12;mn0000602378;Timbaland;mn0000413000;Diddy
11;mn0000602378;Timbaland;mn0000537548;Busta Rhymes
8;mn0000602378;Timbaland;mn0000608945;Brandy
4;mn0000602378;Timbaland;mn0000662797;Ginuwine
12;mn0000602378;Timbaland;mn0000670309;DJ Whoo Kid
6;mn0000602378;Timbaland;mn0000846634;Ne-Yo
10;mn0000602378;Timbaland;mn0000921924;Flo Rida
6;mn0000602378;Timbaland;mn0000924867;Money
19;mn0000602378;Timbaland;mn0001056701;Billy Blue
6;mn0000602378;Timbaland;mn0002073172;M. Pokora
1;mn0000602378;Timbaland;mn0002748040;2 Chainz
3;mn0000602378;Timbaland;mn0003163824;Jacob Banks
12;mn0000602378;Timbaland;mn0003271389;BK Brasco
14;mn0000604852;Aerosmith;mn0000355810;Richie Supa
22;mn0000604852;Aerosmith;mn0000358408;Run-D.M.C.
13;mn0000604852;Aerosmith;mn0000577102;Sierra Leone's Refugee All Stars
12;mn0000604852;Aerosmith;mn0000583959;Willie Nelson
26;mn0000604852;Aerosmith;mn0000636433;The Cardigans
12;mn0000604852;Aerosmith;mn0000681848;Hollywood Symphony Orchestra
22;mn0000604852;Aerosmith;mn0001585889;Drew Arnott
40;mn0000604852;Aerosmith;mn0001634331;Whitford St. Holmes
26;mn0000606283;Al Jarreau;mn0000015398;Paul Brown
19;mn0000606283;Al Jarreau;mn0000081849;Boney James
28;mn0000606283;Al Jarreau;mn0000177173;Vince Mendoza
54;mn0000606283;Al Jarreau;mn0000587708;Abraham Laboriel, Sr.
12;mn0000606283;Al Jarreau;mn0000635760;David Benoit
7;mn0000606283;Al Jarreau;mn0000649436;Gerald McCauley
18;mn0000606283;Al Jarreau;mn0000673114;Marcus Miller
18;mn0000606283;Al Jarreau;mn0000777054;Kurt Elling
7;mn0000606283;Al Jarreau;mn0000791326;Shakatak
38;mn0000606283;Al Jarreau;mn0000887806;Oleta Adams
49;mn0000607448;Al Green;mn0000032071;Shirley Caesar
22;mn0000607448;Al Green;mn0000044338;The Soul Brothers
37;mn0000607448;Al Green;mn0000061226;Babyface
27;mn0000607448;Al Green;mn0000108826;Jackie Wilson
12;mn0000607448;Al Green;mn0000141774;Curtis Stigers
26;mn0000607448;Al Green;mn0000174122;Lyle Lovett
40;mn0000607448;Al Green;mn0000507555;Arthur Baker
67;mn0000607448;Al Green;mn0000568680;The Three Suns
12;mn0000607448;Al Green;mn0000583959;Willie Nelson
23;mn0000607448;Al Green;mn0000605805;Alan Green
19;mn0000607448;Al Green;mn0000772733;Booker T. & the MG's
59;mn0000607448;Al Green;mn0000934350;Tom Scott
13;mn0000607448;Al Green;mn0000936009;Heather Headley
14;mn0000607448;Al Green;mn0001578213;Bost & Bim
14;mn0000607448;Al Green;mn0001769121;Arthur Baker & the Backbeat Disciples
16;mn0000607448;Al Green;mn0002528416;Disclosure
5;mn0000609396;Tom Jones;mn0000001306;Sounds of Blackness
55;mn0000609396;Tom Jones;mn0000020278;Teddy Pendergrass
56;mn0000609396;Tom Jones;mn0000159791;Toots Thielemans
54;mn0000609396;Tom Jones;mn0000187485;Funkstar de Luxe
41;mn0000609396;Tom Jones;mn0000192581;Cerys Matthews
57;mn0000609396;Tom Jones;mn0000240865;Jeff Beck
43;mn0000609396;Tom Jones;mn0000241787;Sondra Locke
128;mn0000609396;Tom Jones;mn0000257274;Jools Holland
65;mn0000609396;Tom Jones;mn0000270060;Marie Osmond
29;mn0000609396;Tom Jones;mn0000307461;Van Morrison
100;mn0000609396;Tom Jones;mn0000308871;Little Anthony & the Imperials
40;mn0000609396;Tom Jones;mn0000333766;New Model Army
1;mn0000609396;Tom Jones;mn0000804289;Lynn Anderson
29;mn0000609396;Tom Jones;mn0000818640;Les Reed
15;mn0000609396;Tom Jones;mn0000930204;The Art of Noise
24;mn0000609518;Alaska;mn0000319953;Jeremy
2;mn0000609518;Alaska;mn0000402440;Raphael
8;mn0000610166;Tiziano Ferro;mn0000064698;Biagio Antonacci
3;mn0000610166;Tiziano Ferro;mn0000133957;Jamelia
6;mn0000610166;Tiziano Ferro;mn0000138235;Laura Pausini
15;mn0000610166;Tiziano Ferro;mn0000242776;Linea 77
21;mn0000610166;Tiziano Ferro;mn0000256050;Luca Carboni
15;mn0000610166;Tiziano Ferro;mn0000376204;Mary J. Blige
17;mn0000610166;Tiziano Ferro;mn0000491080;Antonacci
12;mn0000610166;Tiziano Ferro;mn0000492521;Mina
9;mn0000610166;Tiziano Ferro;mn0000633883;Fiorella Mannoia
1;mn0000610166;Tiziano Ferro;mn0000814387;John Legend
19;mn0000610166;Tiziano Ferro;mn0000836103;Pepe Aguilar
6;mn0000610166;Tiziano Ferro;mn0003329882;Briga
8;mn0000612716;Tom Petty;mn0000240311;Link Wray
27;mn0000612716;Tom Petty;mn0000253447;Dhani Harrison
6;mn0000612716;Tom Petty;mn0000537082;Buddy Johnson
182;mn0000612716;Tom Petty;mn0000614137;Tom Petty & the Heartbreakers
58;mn0000612716;Tom Petty;mn0000936190;Stevie Nicks
93;mn0000612716;Tom Petty;mn0001444795;The Heartbreakers
61;mn0000615119;Tom Waits;mn0000132449;Crystal Gayle
42;mn0000615119;Tom Waits;mn0000150545;Gavin Bryars
25;mn0000615119;Tom Waits;mn0000358532;Preservation Hall Jazz Band
18;mn0000615119;Tom Waits;mn0000359326;Primus
27;mn0000615119;Tom Waits;mn0000422405;The Replacements
